Cód. Critério,Cód. Evidência,Cód. Avaliador,Avaliação consolidadora?,Avaliação da Evidência,Evidência,Cód. Tecnologia,Tipo de Tecnologia,Cód. Ciclo,Ciclo,Cód. Item Edital,Critério,Dimensão
31,41207,981,N,I - Inadequado,1528367080-3.8.1.1 - Apresentar.pdf,1025,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,41207,231,N,I - Inadequado,1528367080-3.8.1.1 - Apresentar.pdf,1025,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,50856,190,N,A - Adequado,1528418780-Declaração revisão textual.pdf,1346,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,49612,1023,N,A - Adequado,1528985400-3.8.1.1 - Acurácia (a).PDF,1330,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,58683,1261,N,A - Adequado,1534439983-DECLARAÇÃO EDITORA_Revisao.pdf,1866,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,50252,1661,S,A - Adequado,1528411440-Timbum_Cicinho - isbn.pdf,1333,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,50252,492,N,P - Parcialmente adequado,1528411440-Timbum_Cicinho - isbn.pdf,1333,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,31764,188,N,A - Adequado,1528416939-20 Critérios educacionais - Fator 3.8.1.1 Acurácia_1 Profa Mayara. Língua Port-final.pdf,844,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,50252,243,N,A - Adequado,1528411440-Timbum_Cicinho - isbn.pdf,1333,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,43098,1601,S,A - Adequado,1527871229-Declaração Profa Dayhane Escobar.pdf,1104,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,56900,1261,N,A - Adequado,1532653321-DECLARAÇÃO EDITORA.pdf,1764,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,50988,1041,S,A - Adequado,1528726669-Evidencia 3.8.1.1 - CE.pdf,1347,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,68144,1023,N,I - Inadequado,1534555433-Declaração de Revisão Textual.pdf,2484,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,67732,1023,N,A - Adequado,1534547725-Evidências sobre conteudo.pdf,2464,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,49612,243,N,A - Adequado,1528985400-3.8.1.1 - Acurácia (a).PDF,1330,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,67250,190,N,A - Adequado,1534529212-Fator 3.8.1.1a_Acurácia.pdf,2445,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,62464,1662,N,A - Adequado,1534479888-5- 3.8.1.1-declaração revisao de texto.pdf,2085,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,66672,489,N,I - Inadequado,1534519327-Declaração Dayane.pdf,2426,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,49612,188,S,A - Adequado,1528985400-3.8.1.1 - Acurácia (a).PDF,1330,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,31764,489,N,I - Inadequado,1528416939-20 Critérios educacionais - Fator 3.8.1.1 Acurácia_1 Profa Mayara. Língua Port-final.pdf,844,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,49782,107,N,A - Adequado,1528403058-3811-A.pdf,1331,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,43656,231,N,I - Inadequado,1528318258-fhf_dragonlearn_3811_IDIOMA.pdf,1107,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,59790,981,N,A - Adequado,1534487997-5- 3.8.1.1-declaração revisao de texto.pdf,1944,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,50988,190,N,A - Adequado,1528726669-Evidencia 3.8.1.1 - CE.pdf,1347,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,26818,231,N,I - Inadequado,1526674053-Documento3.8.1.1.pdf,627,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,49782,1261,S,A - Adequado,1528403058-3811-A.pdf,1331,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,50065,254,N,A - Adequado,1528408084-Declaração revisão textual.pdf,1332,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,50065,243,S,A - Adequado,1528408084-Declaração revisão textual.pdf,1332,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,64920,190,N,A - Adequado,1534451959-05.Página criação de listas.pdf,2304,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,58683,1661,N,A - Adequado,1534439983-DECLARAÇÃO EDITORA_Revisao.pdf,1866,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,27904,1601,N,A - Adequado,1528047613-EG1 - Português.pdf,684,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,52488,1661,N,A - Adequado,1532665764-DECLARAÇÃO EDITORA.pdf,1444,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,49612,492,N,A - Adequado,1528985400-3.8.1.1 - Acurácia (a).PDF,1330,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,52488,1261,N,A - Adequado,1532665764-DECLARAÇÃO EDITORA.pdf,1444,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,33434,243,S,A - Adequado,1527273401-CV-Revisoras.pdf,907,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,66672,202,S,A - Adequado,1534519327-Declaração Dayane.pdf,2426,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,31764,1023,S,A - Adequado,1528416939-20 Critérios educacionais - Fator 3.8.1.1 Acurácia_1 Profa Mayara. Língua Port-final.pdf,844,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,29612,231,S,I - Inadequado,1528415680-FR-AnosIniciais-Robotica-professor.pdf,748,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,29612,186,N,I - Inadequado,1528415680-FR-AnosIniciais-Robotica-professor.pdf,748,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,68144,190,N,A - Adequado,1534555433-Declaração de Revisão Textual.pdf,2484,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,50988,489,N,I - Inadequado,1528726669-Evidencia 3.8.1.1 - CE.pdf,1347,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,62464,981,N,A - Adequado,1534479888-5- 3.8.1.1-declaração revisao de texto.pdf,2085,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,48320,188,N,I - Inadequado,1528424294-5.Crite?rios Educacionais.pdf,1304,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,42239,1681,N,A - Adequado,1527860385-Declaração Profa Dayhane Escobar.pdf,1084,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,42239,231,N,A - Adequado,1527860385-Declaração Profa Dayhane Escobar.pdf,1084,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,32720,1681,N,A - Adequado,1527269306-DECLARAÇÃO EDITORA.pdf,884,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,48090,202,N,A - Adequado,1528376399-Evidência 42.pdf,1284,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,44822,188,N,A - Adequado,1528308626-ACURA?CIA - Adequac?a?o dos textos a? norma padra?o.pdf,1164,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,43656,489,N,I - Inadequado,1528318258-fhf_dragonlearn_3811_IDIOMA.pdf,1107,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,58410,1661,N,A - Adequado,1534529173-DECLARAÇÃO EDITORA_Revisao.pdf,1865,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,37315,107,N,A - Adequado,1527288423-Atestado_Revisão_Textual.pdf,943,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,43098,254,N,A - Adequado,1527871229-Declaração Profa Dayhane Escobar.pdf,1104,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,59790,1662,N,A - Adequado,1534487997-5- 3.8.1.1-declaração revisao de texto.pdf,1944,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,26818,107,N,I - Inadequado,1526674053-Documento3.8.1.1.pdf,627,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,50065,190,N,A - Adequado,1528408084-Declaração revisão textual.pdf,1332,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,42239,254,N,A - Adequado,1527860385-Declaração Profa Dayhane Escobar.pdf,1084,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,66672,107,N,A - Adequado,1534519327-Declaração Dayane.pdf,2426,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,44496,1681,S,I - Inadequado,1528330793-Guia de orientação didática e navegação.pdf,1125,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,44822,243,S,A - Adequado,1528308626-ACURA?CIA - Adequac?a?o dos textos a? norma padra?o.pdf,1164,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,49782,1023,N,A - Adequado,1528403058-3811-A.pdf,1331,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,54015,1601,S,I - Inadequado,1531407149-telas_vídeoaulas.pdf,1564,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,44822,489,N,I - Inadequado,1528308626-ACURA?CIA - Adequac?a?o dos textos a? norma padra?o.pdf,1164,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,50065,981,N,A - Adequado,1528408084-Declaração revisão textual.pdf,1332,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,43656,243,S,I - Inadequado,1528318258-fhf_dragonlearn_3811_IDIOMA.pdf,1107,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,50856,981,N,A - Adequado,1528418780-Declaração revisão textual.pdf,1346,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,68144,202,S,I - Inadequado,1534555433-Declaração de Revisão Textual.pdf,2484,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,43098,1023,N,A - Adequado,1527871229-Declaração Profa Dayhane Escobar.pdf,1104,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,26818,188,S,I - Inadequado,1526674053-Documento3.8.1.1.pdf,627,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,43098,981,N,A - Adequado,1527871229-Declaração Profa Dayhane Escobar.pdf,1104,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,33434,489,N,I - Inadequado,1527273401-CV-Revisoras.pdf,907,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,44496,231,N,P - Parcialmente adequado,1528330793-Guia de orientação didática e navegação.pdf,1125,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,44822,107,N,A - Adequado,1528308626-ACURA?CIA - Adequac?a?o dos textos a? norma padra?o.pdf,1164,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,42513,981,N,A - Adequado,1527864161-Declaração Profa Dayhane Escobar.pdf,1085,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,42513,243,N,A - Adequado,1527864161-Declaração Profa Dayhane Escobar.pdf,1085,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,54611,1261,S,A - Adequado,1534550549-Critérios educacionais - 3.8.1.1. - alínea a.pdf,1604,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,37315,188,S,A - Adequado,1527288423-Atestado_Revisão_Textual.pdf,943,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,58410,1261,N,A - Adequado,1534529173-DECLARAÇÃO EDITORA_Revisao.pdf,1865,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,31764,492,N,A - Adequado,1528416939-20 Critérios educacionais - Fator 3.8.1.1 Acurácia_1 Profa Mayara. Língua Port-final.pdf,844,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,37315,243,N,A - Adequado,1527288423-Atestado_Revisão_Textual.pdf,943,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,56900,1661,N,A - Adequado,1532653321-DECLARAÇÃO EDITORA.pdf,1764,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,67250,1681,S,A - Adequado,1534529212-Fator 3.8.1.1a_Acurácia.pdf,2445,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,42513,1681,N,A - Adequado,1527864161-Declaração Profa Dayhane Escobar.pdf,1085,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,64677,1681,N,A - Adequado,1534267396-3.8.1.1 Declaração.pdf,2264,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,42239,981,S,A - Adequado,1527860385-Declaração Profa Dayhane Escobar.pdf,1084,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,64677,1261,N,A - Adequado,1534267396-3.8.1.1 Declaração.pdf,2264,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,43656,981,N,I - Inadequado,1528318258-fhf_dragonlearn_3811_IDIOMA.pdf,1107,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,42696,981,N,A - Adequado,1527867930-Declaração Profa Dayhane Escobar.pdf,1086,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,48090,243,N,A - Adequado,1528376399-Evidência 42.pdf,1284,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,32033,1601,N,A - Adequado,1527100252-guia_conecturma_offline.pdf,864,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,54611,981,N,I - Inadequado,1534550549-Critérios educacionais - 3.8.1.1. - alínea a.pdf,1604,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,48320,1041,S,I - Inadequado,1528424294-5.Crite?rios Educacionais.pdf,1304,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,42696,1023,N,A - Adequado,1527867930-Declaração Profa Dayhane Escobar.pdf,1086,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,58336,1681,N,A - Adequado,1534517578-DECLARAÇÃO EDITORA_Revisao.pdf,1864,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,58336,1261,N,A - Adequado,1534517578-DECLARAÇÃO EDITORA_Revisao.pdf,1864,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,37508,1681,N,P - Parcialmente adequado,1527292668-Pagina catalográfica.pdf,944,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,48320,243,N,I - Inadequado,1528424294-5.Crite?rios Educacionais.pdf,1304,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,50856,243,S,A - Adequado,1528418780-Declaração revisão textual.pdf,1346,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,33434,190,N,A - Adequado,1527273401-CV-Revisoras.pdf,907,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,42696,1041,N,A - Adequado,1527867930-Declaração Profa Dayhane Escobar.pdf,1086,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,51349,231,S,A - Adequado,1528426181-declaraçao textualcoding.pdf,1349,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,56276,1661,N,A - Adequado,1532662246-DECLARAÇÃO EDITORA.pdf,1684,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,54015,243,N,I - Inadequado,1531407149-telas_vídeoaulas.pdf,1564,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,54015,188,N,I - Inadequado,1531407149-telas_vídeoaulas.pdf,1564,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,51349,489,N,P - Parcialmente adequado,1528426181-declaraçao textualcoding.pdf,1349,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,54611,492,N,A - Adequado,1534550549-Critérios educacionais - 3.8.1.1. - alínea a.pdf,1604,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,64677,202,S,A - Adequado,1534267396-3.8.1.1 Declaração.pdf,2264,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,51349,243,N,A - Adequado,1528426181-declaraçao textualcoding.pdf,1349,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,56276,1662,N,A - Adequado,1532662246-DECLARAÇÃO EDITORA.pdf,1684,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,44496,243,N,I - Inadequado,1528330793-Guia de orientação didática e navegação.pdf,1125,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
32,63210,1441,N,P - Parcialmente adequado,1534339192-CIBES Reflexões sobre a modelagem e criação de uma Rede Virtual de Leitores para.pdf,2164,Digital,1,Ciclo 1,2.1.1.b,Indicar se as funcionalidades da tecnologia foram ...,Tecnológica
32,48765,402,N,I - Inadequado,1528414238-Ticket de Melhorias no Sistema.pdf,1325,Digital,1,Ciclo 1,2.1.1.b,Indicar se as funcionalidades da tecnologia foram ...,Tecnológica
32,59895,1662,N,A - Adequado,1534475967-2-suporte da tecnologia - EF2.pdf,1944,Física,1,Ciclo 1,2.1.1.b,Indicar se as funcionalidades da tecnologia foram ...,Tecnológica
32,51428,402,N,P - Parcialmente adequado,1528426152-3-ANÁLISE DE TAREFAS PARA DIFERENTES ATORES.pdf,1349,Digital,1,Ciclo 1,2.1.1.b,Indicar se as funcionalidades da tecnologia foram ...,Tecnológica
32,65005,203,N,A - Adequado,1534434960-02.Landing page4.pdf,2304,Digital,1,Ciclo 1,2.1.1.b,Indicar se as funcionalidades da tecnologia foram ...,Tecnológica
32,38366,1423,N,A - Adequado,1527290079-Material de Suporte da Tecnologia Educacional - Guia do Usuário.pdf,967,Física,1,Ciclo 1,2.1.1.b,Indicar se as funcionalidades da tecnologia foram ...,Tecnológica
